,Unnamed: 0,Sentence #,tok,pos,tag
74488,74488,,first,JJ,O
74489,74489,,prize,NN,O
74490,74490,,",",",",O
74491,74491,,a,DT,O
74492,74492,,creation,NN,B-SUBJ
74493,74493,,by,IN,O
74494,74494,,a,DT,O
74495,74495,,designer,NN,B-OBJ
74496,74496,,named,VBN,O
74497,74497,,Doogie,NNP,O
74498,74498,,Horner,NNP,O
74499,74499,,.,.,O
74500,74500,3924.0,I,PRP,O
74501,74501,,was,VBD,O
74502,74502,,walking,VBG,O
74503,74503,,on,IN,O
74504,74504,,a,DT,O
74505,74505,,beach,NN,O
74506,74506,,today,NN,O
74507,74507,,and,CC,O
74508,74508,,found,VBD,O
74509,74509,,a,DT,O
74510,74510,,plastic,JJ,O
74511,74511,,bottle,NN,B-SUBJ
74512,74512,,with,IN,O
74513,74513,,paper,NN,B-OBJ
74514,74514,,in,IN,O
74515,74515,,it,PRP,O
74516,74516,,.,.,O
74517,74517,3925.0,A,DT,O
74518,74518,,router,NN,B-SUBJ
74519,74519,,manipulates,VBZ,O
74520,74520,,a,DT,O
74521,74521,,packet,NN,O
74522,74522,,'s,POS,O
74523,74523,,header,NN,O
74524,74524,,information,NN,B-OBJ
74525,74525,,to,TO,O
74526,74526,,influence,VB,O
74527,74527,,the,DT,O
74528,74528,,packet,NN,O
74529,74529,,'s,POS,O
74530,74530,,direction,NN,O
74531,74531,,.,.,O
74532,74532,3926.0,The,DT,O
74533,74533,,earthquake,NN,B-SUBJ
74534,74534,,caused,VBD,O
74535,74535,,a,DT,O
74536,74536,,massive,JJ,O
74537,74537,,avalanche,NN,B-OBJ
74538,74538,,on,IN,O
74539,74539,,the,DT,O
74540,74540,,northern,JJ,O
74541,74541,,slope,NN,O
74542,74542,,of,IN,O
74543,74543,,Mount,NNP,O
74544,74544,,Huascar,NNP,O
74545,74545,,.,.,O
74546,74546,3927.0,The,DT,O
74547,74547,,plant,NN,B-SUBJ
74548,74548,,builds,VBZ,O
74549,74549,,two,CD,O
74550,74550,,Toyota,NNP,O
74551,74551,,models,NNS,O
74552,74552,,",",",",O
74553,74553,,the,DT,O
74554,74554,,Corolla,NNP,O
74555,74555,,sedan,NN,O
74556,74556,,and,CC,O
74557,74557,,Tacoma,JJ,O
74558,74558,,pickup,NN,O
74559,74559,,truck,NN,O
74560,74560,,",",",",O
74561,74561,,and,CC,O
74562,74562,,a,DT,O
74563,74563,,small,JJ,O
74564,74564,,crossover,NN,O
74565,74565,,vehicle,NN,B-OBJ
74566,74566,,for,IN,O
74567,74567,,G.M.,NNP,O
74568,74568,,.,.,O
74569,74569,3928.0,The,DT,O
74570,74570,,attitude,NN,O
74571,74571,,of,IN,O
74572,74572,,the,DT,O
74573,74573,,Allies,NNS,O
74574,74574,,changed,VBD,O
74575,74575,,with,IN,O
74576,74576,,receipt,NN,O
74577,74577,,of,IN,O
74578,74578,,the,DT,O
74579,74579,,very,RB,O
74580,74580,,detailed,VBN,O
74581,74581,,Vrba-Wetzler,JJ,O
74582,74582,,report,NN,B-SUBJ
74583,74583,,",",",",O
74584,74584,,compiled,VBN,O
74585,74585,,by,IN,O
74586,74586,,two,CD,O
74587,74587,,Jewish,JJ,O
74588,74588,,prisoners,NNS,B-OBJ
74589,74589,,.,.,O
74590,74590,3929.0,They,PRP,O
74591,74591,,calculated,VBD,O
74592,74592,,the,DT,O
74593,74593,,exit,NN,O
74594,74594,,positions,NNS,O
74595,74595,,of,IN,O
74596,74596,,the,DT,O
74597,74597,,backscattered,JJ,O
74598,74598,,electrons,NNS,B-SUBJ
74599,74599,,from,IN,O
74600,74600,,a,DT,O
74601,74601,,single-scattering,JJ,O
74602,74602,,approach,NN,B-OBJ
74603,74603,,.,.,O
74604,74604,3930.0,He,PRP,O
74605,74605,,walked,VBD,O
74606,74606,,me,PRP,O
74607,74607,,over,RP,O
74608,74608,,to,TO,O
74609,74609,,an,DT,O
74610,74610,,immense,JJ,O
74611,74611,,pile,NN,B-SUBJ
74612,74612,,of,IN,O
74613,74613,,rocks,NNS,B-OBJ
74614,74614,,--,:,O
74615,74615,,someone,NN,O
74616,74616,,had,VBD,O
74617,74617,,broken,VBN,O
74618,74618,,down,RP,O
74619,74619,,a,DT,O
74620,74620,,stone,NN,O
74621,74621,,wall,NN,O
74622,74622,,--,:,O
74623,74623,,and,CC,O
74624,74624,,told,VBD,O
74625,74625,,me,PRP,O
74626,74626,,to,TO,O
74627,74627,,move,VB,O
74628,74628,,them,PRP,O
74629,74629,,to,TO,O
74630,74630,,the,DT,O
74631,74631,,back,NN,O
74632,74632,,of,IN,O
74633,74633,,the,DT,O
74634,74634,,church,NN,O
74635,74635,,courtyard,NN,O
74636,74636,,across,IN,O
74637,74637,,the,DT,O
74638,74638,,street,NN,O
74639,74639,,.,.,O
74640,74640,3931.0,An,DT,O
74641,74641,,1833,CD,O
74642,74642,,letter,NN,B-SUBJ
74643,74643,,detailed,VBN,O
74644,74644,,a,DT,O
74645,74645,,dinner,NN,B-OBJ
74646,74646,,that,WDT,O
74647,74647,,began,VBD,O
74648,74648,,with,IN,O
74649,74649,,a,DT,O
74650,74650,,very,RB,O
74651,74651,,rich,JJ,O
74652,74652,,soup,NN,O
74653,74653,,and,CC,O
74654,74654,,continued,VBD,O
74655,74655,,with,IN,O
74656,74656,,a,DT,O
74657,74657,,saddle,NN,O
74658,74658,,of,IN,O
74659,74659,,mutton,NN,O
74660,74660,,.,.,O
74661,74661,3932.0,There,EX,O
74662,74662,,are,VBP,O
74663,74663,,several,JJ,O
74664,74664,,scripts,NNS,O
74665,74665,,to,TO,O
74666,74666,,shut,VB,O
74667,74667,,down,RP,O
74668,74668,,Windows,NNP,O
74669,74669,,",",",",O
74670,74670,,hibernate,VB,O
74671,74671,,or,CC,O
74672,74672,,put,VB,O
74673,74673,,the,DT,O
74674,74674,,computer,NN,B-SUBJ
74675,74675,,to,TO,O
74676,74676,,sleep,VB,B-OBJ
74677,74677,,.,.,O
74678,74678,3933.0,The,DT,O
74679,74679,,president,NN,B-SUBJ
74680,74680,,of,IN,O
74681,74681,,the,DT,O
74682,74682,,university,NN,B-OBJ
74683,74683,,of,IN,O
74684,74684,,the,DT,O
74685,74685,,Philippines,NNPS,O
74686,74686,,is,VBZ,O
74687,74687,,elected,VBN,O
74688,74688,,for,IN,O
74689,74689,,a,DT,O
74690,74690,,single,JJ,O
74691,74691,,six-year,JJ,O
74692,74692,,term,NN,O
74693,74693,,by,IN,O
74694,74694,,the,DT,O
74695,74695,,University,NNP,O
74696,74696,,'s,POS,O
74697,74697,,twelve-member,NNP,O
74698,74698,,Board,NNP,O
74699,74699,,of,IN,O
74700,74700,,Regents,NNP,O
74701,74701,,.,.,O
74702,74702,3934.0,The,DT,O
74703,74703,,JFK,NNP,O
74704,74704,,baggage,NN,O
74705,74705,,system,NN,O
74706,74706,,malfunction,NN,B-SUBJ
74707,74707,,caused,VBD,O
74708,74708,,delays,NNS,B-OBJ
74709,74709,,for,IN,O
74710,74710,,some,DT,O
74711,74711,,flights,NNS,O
74712,74712,,and,CC,O
74713,74713,,caused,VBD,O
74714,74714,,some,DT,O
74715,74715,,passengers,NNS,O
74716,74716,,to,TO,O
74717,74717,,simply,RB,O
74718,74718,,travel,VB,O
74719,74719,,without,IN,O
74720,74720,,their,PRP$,O
74721,74721,,things,NNS,O
74722,74722,,.,.,O
74723,74723,3935.0,The,DT,O
74724,74724,,plane,NN,B-SUBJ
74725,74725,,took,VBD,O
74726,74726,,off,RP,O
74727,74727,,from,IN,O
74728,74728,,an,DT,O
74729,74729,,airfield,NN,B-OBJ
74730,74730,,a,DT,O
74731,74731,,mile,NN,O
74732,74732,,away,RB,O
74733,74733,,from,IN,O
74734,74734,,where,WRB,O
74735,74735,,it,PRP,O
74736,74736,,crashed,VBD,O
74737,74737,,.,.,O
74738,74738,3936.0,The,DT,O
74739,74739,,wings,NNS,B-SUBJ
74740,74740,,of,IN,O
74741,74741,,a,DT,O
74742,74742,,bat,NN,B-OBJ
74743,74743,,are,VBP,O
74744,74744,,made,VBN,O
74745,74745,,of,IN,O
74746,74746,,bones,NNS,O
74747,74747,,like,IN,O
74748,74748,,those,DT,O
74749,74749,,bones,NNS,O
74750,74750,,in,IN,O
74751,74751,,our,PRP$,O
74752,74752,,arms,NNS,O
74753,74753,,and,CC,O
74754,74754,,hands,NNS,O
74755,74755,,.,.,O
74756,74756,3937.0,Small,JJ,O
74757,74757,,particles,NNS,B-SUBJ
74758,74758,,",",",",O
74759,74759,,grime,NN,O
74760,74760,,and,CC,O
74761,74761,,dirt,NN,O
74762,74762,,cause,NN,O
74763,74763,,friction,NN,O
74764,74764,,and,CC,O
74765,74765,,microscopic,JJ,O
74766,74766,,scratches,VBZ,B-OBJ
74767,74767,,that,IN,O
74768,74768,,over,IN,O
74769,74769,,time,NN,O
74770,74770,,destroy,VBP,O
74771,74771,,the,DT,O
74772,74772,,performance,NN,O
74773,74773,,of,IN,O
74774,74774,,equipment,NN,O
74775,74775,,.,.,O
74776,74776,3938.0,When,WRB,O
74777,74777,,the,DT,O
74778,74778,,patriarch,NN,B-SUBJ
74779,74779,,",",",",O
74780,74780,,Abram,NNP,O
74781,74781,,",",",",O
74782,74782,,left,VBD,O
74783,74783,,his,PRP$,O
74784,74784,,native,JJ,O
74785,74785,,land,NN,B-OBJ
74786,74786,,",",",",O
74787,74787,,God,NNP,O
74788,74788,,made,VBD,O
74789,74789,,him,PRP,O
74790,74790,,a,DT,O
74791,74791,,tremendous,JJ,O
74792,74792,,promise,NN,O
74793,74793,,.,.,O
74794,74794,3939.0,He,PRP,O
74795,74795,,resisted,VBD,O
74796,74796,,the,DT,O
74797,74797,,urge,NN,O
74798,74798,,to,TO,O
74799,74799,,yank,VB,O
74800,74800,,open,RP,O
74801,74801,,at,IN,O
74802,74802,,least,JJS,O
74803,74803,,a,DT,O
74804,74804,,few,JJ,O
74805,74805,,bottles,NNS,O
74806,74806,,of,IN,O
74807,74807,,1787,NNP,O
74808,74808,,Chateau,NNP,O
74809,74809,,Lafitte,NNP,O
74810,74810,,-LRB-,-LRB-,O
74811,74811,,as,IN,O
74812,74812,,it,PRP,O
74813,74813,,was,VBD,O
74814,74814,,then,RB,O
74815,74815,,spelled,VBN,O
74816,74816,,-RRB-,-RRB-,O
74817,74817,,and,CC,O
74818,74818,,enjoy,VB,O
74819,74819,,them,PRP,O
74820,74820,,with,IN,O
74821,74821,,a,DT,O
74822,74822,,brace,NN,O
74823,74823,,of,IN,O
74824,74824,,partridges,NNS,O
74825,74825,,or,CC,O
74826,74826,,an,DT,O
74827,74827,,ascension,NN,B-SUBJ
74828,74828,,of,IN,O
74829,74829,,larks,NNS,B-OBJ
74830,74830,,or,CC,O
74831,74831,,whatever,WDT,O
74832,74832,,the,DT,O
74833,74833,,French,NNP,O
74834,74834,,were,VBD,O
74835,74835,,eating,VBG,O
74836,74836,,at,IN,O
74837,74837,,the,DT,O
74838,74838,,time,NN,O
74839,74839,,.,.,O
74840,74840,3940.0,When,WRB,O
74841,74841,,a,DT,O
74842,74842,,tsunami,NN,B-SUBJ
74843,74843,,is,VBZ,O
74844,74844,,generated,VBN,O
74845,74845,,by,IN,O
74846,74846,,a,DT,O
74847,74847,,strong,JJ,O
74848,74848,,offshore,JJ,O
74849,74849,,earthquake,NN,B-OBJ
74850,74850,,",",",",O
74851,74851,,its,PRP$,O
74852,74852,,first,JJ,O
74853,74853,,waves,NNS,O
74854,74854,,would,MD,O
74855,74855,,reach,VB,O
74856,74856,,the,DT,O
74857,74857,,outer,JJ,O
74858,74858,,coast,NN,O
74859,74859,,minutes,NNS,O
74860,74860,,after,IN,O
74861,74861,,the,DT,O
74862,74862,,ground,NN,O
74863,74863,,stops,VBZ,O
74864,74864,,shaking,VBG,O
74865,74865,,.,.,O
74866,74866,3941.0,Apricot,NNP,B-SUBJ
74867,74867,,marmalade,NNP,B-OBJ
74868,74868,,is,VBZ,O
74869,74869,,delicious,JJ,O
74870,74870,,on,IN,O
74871,74871,,toast,NN,O
74872,74872,,first,JJ,O
74873,74873,,thing,NN,O
74874,74874,,in,IN,O
74875,74875,,the,DT,O
74876,74876,,morning,NN,O
74877,74877,,or,CC,O
74878,74878,,on,IN,O
74879,74879,,piping,VBG,O
74880,74880,,hot,JJ,O
74881,74881,,dinner,NN,O
74882,74882,,biscuits,NNS,O
74883,74883,,.,.,O
74884,74884,3942.0,Cats,NNS,B-SUBJ
74885,74885,,",",",",O
74886,74886,,on,IN,O
74887,74887,,the,DT,O
74888,74888,,other,JJ,O
74889,74889,,hand,NN,O
74890,74890,,",",",",O
74891,74891,,retract,VBP,O
74892,74892,,their,PRP$,O
74893,74893,,claws,NNS,B-OBJ
74894,74894,,when,WRB,O
74895,74895,,they,PRP,O
74896,74896,,walk,VBP,O
74897,74897,,or,CC,O
74898,74898,,run,VBP,O
74899,74899,,.,.,O
74900,74900,3943.0,He,PRP,O
74901,74901,,claimed,VBD,O
74902,74902,,to,TO,O
74903,74903,,have,VB,O
74904,74904,,witnessed,VBN,O
74905,74905,,terrible,JJ,O
74906,74906,,abuses,NNS,O
74907,74907,,in,IN,O
74908,74908,,Iraq,NNP,O
74909,74909,,as,IN,O
74910,74910,,a,DT,O
74911,74911,,corporal,NN,B-SUBJ
74912,74912,,in,IN,O
74913,74913,,the,DT,O
74914,74914,,army,NN,B-OBJ
74915,74915,,.,.,O
74916,74916,3944.0,He,PRP,O
74917,74917,,had,VBD,O
74918,74918,,been,VBN,O
74919,74919,,as,RB,O
74920,74920,,concerned,JJ,O
74921,74921,,about,IN,O
74922,74922,,the,DT,O
74923,74923,,400,CD,O
74924,74924,,people,NNS,B-SUBJ
74925,74925,,who,WP,O
74926,74926,,had,VBD,O
74927,74927,,left,VBN,O
74928,74928,,the,DT,O
74929,74929,,ship,NN,B-OBJ
74930,74930,,as,RB,O
74931,74931,,about,IN,O
74932,74932,,those,DT,O
74933,74933,,who,WP,O
74934,74934,,remained,VBD,O
74935,74935,,aboard,RB,O
74936,74936,,.,.,O
74937,74937,3945.0,Molten,NN,O
74938,74938,,globules,NNS,B-SUBJ
74939,74939,,have,VBP,O
74940,74940,,moved,VBN,O
74941,74941,,into,IN,O
74942,74942,,action,NN,B-OBJ
74943,74943,,.,.,O
74944,74944,3946.0,A,DT,O
74945,74945,,deposit,NN,O
74946,74946,,ages,NNS,O
74947,74947,,",",",",O
74948,74948,,soil,NN,O
74949,74949,,formation,NN,O
74950,74950,,",",",",O
74951,74951,,weathering,JJ,B-SUBJ
74952,74952,,",",",",O
74953,74953,,diagenetic,JJ,O
74954,74954,,processes,NNS,O
74955,74955,,",",",",O
74956,74956,,and,CC,O
74957,74957,,earthquake,NN,O
74958,74958,,shaking,VBG,O
74959,74959,,lead,NN,O
74960,74960,,to,TO,O
74961,74961,,consolidation,NN,O
74962,74962,,and,CC,O
74963,74963,,cementation,NN,B-OBJ
74964,74964,,of,IN,O
74965,74965,,the,DT,O
74966,74966,,sediment,NN,O
74967,74967,,.,.,O
74968,74968,3947.0,There,EX,O
74969,74969,,were,VBD,O
74970,74970,,two,CD,O
74971,74971,,smiling,VBG,O
74972,74972,,and,CC,O
74973,74973,,waving,VBG,O
74974,74974,,individuals,NNS,O
74975,74975,,hanging,VBG,O
74976,74976,,under,IN,O
74977,74977,,the,DT,O
74978,74978,,bun,NN,B-SUBJ
74979,74979,,in,IN,O
74980,74980,,a,DT,O
74981,74981,,wicker,NN,O
74982,74982,,basket,NN,B-OBJ
74983,74983,,equipped,VBN,O
74984,74984,,with,IN,O
74985,74985,,the,DT,O
74986,74986,,big,JJ,O
74987,74987,,Bunsen,NNP,O
74988,74988,,burner,NN,O
74989,74989,,.,.,O
74990,74990,3948.0,A,DT,O
74991,74991,,great,JJ,O
74992,74992,,ensemble,NN,O
74993,74993,,cast,NN,B-SUBJ
74994,74994,,of,IN,O
74995,74995,,likeable,JJ,O
74996,74996,,young,JJ,O
74997,74997,,actors,NNS,B-OBJ
74998,74998,,makes,VBZ,O
74999,74999,,this,DT,O
75000,75000,,a,DT,O
75001,75001,,joy,NN,O
75002,75002,,to,TO,O
75003,75003,,watch,VB,O
75004,75004,,.,.,O
75005,75005,3949.0,This,DT,O
75006,75006,,experimental,JJ,O
75007,75007,,piece,NN,B-SUBJ
75008,75008,,explored,VBD,O
75009,75009,,the,DT,O
75010,75010,,use,NN,B-OBJ
75011,75011,,of,IN,O
75012,75012,,indigenous,JJ,O
75013,75013,,medicinal,JJ,O
75014,75014,,plants,NNS,O
75015,75015,,by,IN,O
75016,75016,,modern,JJ,O
75017,75017,,urban,JJ,O
75018,75018,,cultures,NNS,O
75019,75019,,.,.,O
75020,75020,3950.0,The,DT,O
75021,75021,,fermented,JJ,O
75022,75022,,cashew,NN,O
75023,75023,,nut,NN,B-SUBJ
75024,75024,,flour,NN,B-OBJ
75025,75025,,has,VBZ,O
75026,75026,,the,DT,O
75027,75027,,highest,JJS,O
75028,75028,,energy,NN,O
75029,75029,,values,NNS,O
75030,75030,,while,IN,O
75031,75031,,the,DT,O
75032,75032,,boiled,JJ,O
75033,75033,,sample,NN,O
75034,75034,,has,VBZ,O
75035,75035,,the,DT,O
75036,75036,,least,JJS,O
75037,75037,,.,.,O
75038,75038,3951.0,The,DT,O
75039,75039,,present,NN,B-SUBJ
75040,75040,,is,VBZ,O
75041,75041,,constructed,VBN,O
75042,75042,,from,IN,O
75043,75043,,the,DT,O
75044,75044,,past,NN,B-OBJ
75045,75045,,.,.,O
75046,75046,3952.0,My,PRP$,O
75047,75047,,vegetable,NN,O
75048,75048,,garden,NN,O
75049,75049,,was,VBD,O
75050,75050,,destroyed,VBN,O
75051,75051,,by,IN,O
75052,75052,,a,DT,O
75053,75053,,labor,NN,B-SUBJ
75054,75054,,of,IN,O
75055,75055,,moles,NNS,B-OBJ
75056,75056,,.,.,O
75057,75057,3953.0,When,WRB,O
75058,75058,,the,DT,O
75059,75059,,hobo,NN,B-SUBJ
75060,75060,,leaves,VBZ,O
75061,75061,,the,DT,O
75062,75062,,next,JJ,O
75063,75063,,morning,NN,B-OBJ
75064,75064,,",",",",O
75065,75065,,Dick,NNP,O
75066,75066,,notices,NNS,O
75067,75067,,that,RB,O
75068,75068,,on,IN,O
75069,75069,,the,DT,O
75070,75070,,gate,NN,O
75071,75071,,is,VBZ,O
75072,75072,,a,DT,O
75073,75073,,picture,NN,O
75074,75074,,of,IN,O
75075,75075,,a,DT,O
75076,75076,,knife,NN,O
75077,75077,,.,.,O
75078,75078,3954.0,A,DT,O
75079,75079,,convicted,VBN,O
75080,75080,,murderer,NN,B-SUBJ
75081,75081,,who,WP,O
75082,75082,,escaped,VBD,O
75083,75083,,from,IN,O
75084,75084,,an,DT,O
75085,75085,,open,JJ,O
75086,75086,,prison,NN,B-OBJ
75087,75087,,has,VBZ,O
75088,75088,,been,VBN,O
75089,75089,,found,VBN,O
75090,75090,,dead,JJ,O
75091,75091,,in,IN,O
75092,75092,,a,DT,O
75093,75093,,West,NNP,O
75094,75094,,African,JJ,O
75095,75095,,holiday,NN,O
75096,75096,,resort,NN,O
75097,75097,,",",",",O
75098,75098,,it,PRP,O
75099,75099,,was,VBD,O
75100,75100,,revealed,VBN,O
75101,75101,,today,NN,O
75102,75102,,.,.,O
75103,75103,3955.0,CN,NNP,O
75104,75104,,Railway,NN,O
75105,75105,,labour,NN,B-SUBJ
75106,75106,,dispute,NN,I-SUBJ
75107,75107,,goes,VBZ,O
75108,75108,,into,IN,O
75109,75109,,arbitration,NN,B-OBJ
75110,75110,,.,.,O
75111,75111,3956.0,This,DT,O
75112,75112,,science-fiction,JJ,O
75113,75113,,thriller,NN,O
75114,75114,,by,IN,O
75115,75115,,a,DT,O
75116,75116,,Seattle,NNP,O
75117,75117,,author,NN,O
75118,75118,,is,VBZ,O
75119,75119,,the,DT,O
75120,75120,,story,NN,O
75121,75121,,of,IN,O
75122,75122,,Jane,NNP,O
75123,75123,,Charlotte,NNP,O
75124,75124,,",",",",O
75125,75125,,a,DT,O
75126,75126,,young,JJ,O
75127,75127,,woman,NN,B-SUBJ
75128,75128,,who,WP,O
75129,75129,,tells,VBZ,O
75130,75130,,her,PRP$,O
75131,75131,,increasingly,RB,O
75132,75132,,surreal,JJ,O
75133,75133,,tale,NN,B-OBJ
75134,75134,,of,IN,O
75135,75135,,murder,NN,O
75136,75136,,",",",",O
75137,75137,,kidnapping,NN,O
75138,75138,,and,CC,O
75139,75139,,an,DT,O
75140,75140,,evil,JJ,O
75141,75141,,tribe,NN,O
75142,75142,,of,IN,O
75143,75143,,``,``,O
75144,75144,,bad,JJ,O
75145,75145,,monkeys,NNS,O
75146,75146,,'','',O
75147,75147,,who,WP,O
75148,75148,,are,VBP,O
75149,75149,,trying,VBG,O
75150,75150,,to,TO,O
75151,75151,,control,VB,O
75152,75152,,her,PRP$,O
75153,75153,,actions,NNS,O
75154,75154,,to,TO,O
75155,75155,,a,DT,O
75156,75156,,skeptical,JJ,O
75157,75157,,psychiatrist,NN,O
75158,75158,,.,.,O
75159,75159,3957.0,This,DT,O
75160,75160,,paper,NN,B-SUBJ
75161,75161,,surveys,VBZ,O
75162,75162,,the,DT,O
75163,75163,,behaviour,NN,B-OBJ
75164,75164,,of,IN,O
75165,75165,,the,DT,O
75166,75166,,industry,NN,O
75167,75167,,from,IN,O
75168,75168,,its,PRP$,O
75169,75169,,origins,NNS,O
75170,75170,,to,TO,O
75171,75171,,the,DT,O
75172,75172,,present,NN,O
75173,75173,,in,IN,O
75174,75174,,a,DT,O
75175,75175,,perspective,NN,O
75176,75176,,informed,VBN,O
75177,75177,,by,IN,O
75178,75178,,current,JJ,O
75179,75179,,developments,NNS,O
75180,75180,,.,.,O
75181,75181,3958.0,The,DT,O
75182,75182,,computer,NN,B-SUBJ
75183,75183,,was,VBD,O
75184,75184,,inside,IN,O
75185,75185,,a,DT,O
75186,75186,,water-proof,JJ,O
75187,75187,,box,NN,B-OBJ
75188,75188,,.,.,O
75189,75189,3959.0,Another,DT,O
75190,75190,,good,JJ,O
75191,75191,,salad,NN,O
75192,75192,,calls,VBZ,O
75193,75193,,for,IN,O
75194,75194,,a,DT,O
75195,75195,,cupful,NN,B-SUBJ
75196,75196,,of,IN,O
75197,75197,,shrimps,NNS,B-OBJ
75198,75198,,",",",",O
75199,75199,,cut,NN,O
75200,75200,,in,IN,O
75201,75201,,small,JJ,O
75202,75202,,pieces,NNS,O
75203,75203,,;,:,O
75204,75204,,half,PDT,O
75205,75205,,a,DT,O
75206,75206,,cupful,NN,O
75207,75207,,of,IN,O
75208,75208,,celery,JJ,O
75209,75209,,hearts,NNS,O
75210,75210,,diced,VBN,O
75211,75211,,small,JJ,O
75212,75212,,",",",",O
75213,75213,,and,CC,O
75214,75214,,seasoning,VBG,O
75215,75215,,of,IN,O
75216,75216,,pepper,NN,O
75217,75217,,and,CC,O
75218,75218,,salt,NN,O
75219,75219,,.,.,O
75220,75220,3960.0,The,DT,O
75221,75221,,hall,NN,B-SUBJ
75222,75222,,has,VBZ,O
75223,75223,,a,DT,O
75224,75224,,lift,NN,B-OBJ
75225,75225,,and,CC,O
75226,75226,,full,JJ,O
75227,75227,,access,NN,O
75228,75228,,for,IN,O
75229,75229,,the,DT,O
75230,75230,,disabled,JJ,O
75231,75231,,.,.,O
75232,75232,3961.0,Games,NNPS,O
75233,75233,,are,VBP,O
75234,75234,,n't,RB,O
75235,75235,,the,DT,O
75236,75236,,only,RB,O
75237,75237,,geeky,JJ,O
75238,75238,,point,NN,O
75239,75239,,of,IN,O
75240,75240,,reference,NN,O
75241,75241,,for,IN,O
75242,75242,,the,DT,O
75243,75243,,designer,NN,B-SUBJ
75244,75244,,'s,POS,O
75245,75245,,new,JJ,O
75246,75246,,line,NN,B-OBJ
75247,75247,,.,.,O
75248,75248,3962.0,A,DT,O
75249,75249,,little,RB,O
75250,75250,,later,RB,O
75251,75251,,the,DT,O
75252,75252,,audiophile,NN,B-SUBJ
75253,75253,,descended,VBD,O
75254,75254,,from,IN,O
75255,75255,,the,DT,O
75256,75256,,forest,NN,B-OBJ
75257,75257,,to,TO,O
75258,75258,,announce,VB,O
75259,75259,,cables,NNS,O
75260,75260,,could,MD,O
75261,75261,,improve,VB,O
75262,75262,,the,DT,O
75263,75263,,sound,NN,O
75264,75264,,of,IN,O
75265,75265,,a,DT,O
75266,75266,,Hi,NNP,O
75267,75267,,Fi,NNP,O
75268,75268,,system,NN,O
75269,75269,,.,.,O
75270,75270,3963.0,The,DT,O
75271,75271,,human,JJ,O
75272,75272,,body,NN,B-SUBJ
75273,75273,,uses,VBZ,O
75274,75274,,oxygen,NN,B-OBJ
75275,75275,,in,IN,O
75276,75276,,order,NN,O
75277,75277,,to,TO,O
75278,75278,,transform,VB,O
75279,75279,,glucose,NN,O
75280,75280,,into,IN,O
75281,75281,,energy,NN,O
75282,75282,,.,.,O
75283,75283,3964.0,During,IN,O
75284,75284,,play,NN,O
75285,75285,,",",",",O
75286,75286,,I,PRP,O
75287,75287,,ingested,VBD,O
75288,75288,,a,DT,O
75289,75289,,large,JJ,O
75290,75290,,sloth,NN,B-SUBJ
75291,75291,,of,IN,O
75292,75292,,Gummi,NNP,O
75293,75293,,bears,VBZ,B-OBJ
75294,75294,,in,IN,O
75295,75295,,my,PRP$,O
75296,75296,,efforts,NNS,O
75297,75297,,to,TO,O
75298,75298,,help,VB,O
75299,75299,,ward,VB,O
75300,75300,,off,RP,O
75301,75301,,a,DT,O
75302,75302,,potential,JJ,O
75303,75303,,Jon,NNP,O
75304,75304,,Lee,NNP,O
75305,75305,,``,``,O
75306,75306,,10-0,JJ,O
75307,75307,,'','',O
75308,75308,,train,NN,O
75309,75309,,.,.,O
75310,75310,3965.0,The,NNP,O
75311,75311,,cheering,VBG,O
75312,75312,,and,CC,O
75313,75313,,screaming,VBG,B-SUBJ
75314,75314,,after,IN,O
75315,75315,,the,DT,O
75316,75316,,victory,NN,B-OBJ
75317,75317,,had,VBD,O
75318,75318,,hardly,RB,O
75319,75319,,died,VBN,O
75320,75320,,down,RP,O
75321,75321,,when,WRB,O
75322,75322,,Marilyn,NNP,O
75323,75323,,Kelly,NNP,O
75324,75324,,proclaimed,VBD,O
75325,75325,,``,``,O
75326,75326,,Party,NNP,O
75327,75327,,at,IN,O
75328,75328,,my,PRP$,O
75329,75329,,house,NN,O
75330,75330,,!,.,O
75331,75331,,'','',O
75332,75332,,.,.,O
75333,75333,3966.0,You,PRP,O
75334,75334,,counted,VBD,O
75335,75335,,almost,RB,O
75336,75336,,thirty-three,JJ,O
75337,75337,,honorable,JJ,O
75338,75338,,punches,NNS,O
75339,75339,,and,CC,O
75340,75340,,kicks,VBZ,O
75341,75341,,thrown,VBN,O
75342,75342,,in,IN,O
75343,75343,,this,DT,O
75344,75344,,clip,NN,O
75345,75345,,of,IN,O
75346,75346,,little,JJ,O
75347,75347,,kid,NN,O
75348,75348,,screaming,VBG,B-SUBJ
75349,75349,,after,IN,O
75350,75350,,the,DT,O
75351,75351,,terrible,JJ,O
75352,75352,,fight,NN,B-OBJ
75353,75353,,.,.,O
75354,75354,3967.0,Manuel,NNP,O
75355,75355,,Neves,NNP,O
75356,75356,,",",",",O
75357,75357,,the,DT,O
75358,75358,,spouse,NN,O
75359,75359,,of,IN,O
75360,75360,,Idalina,NNP,O
75361,75361,,",",",",O
75362,75362,,is,VBZ,O
75363,75363,,a,DT,O
75364,75364,,mason,NN,B-SUBJ
75365,75365,,who,WP,O
75366,75366,,did,VBD,O
75367,75367,,work,NN,O
75368,75368,,on,IN,O
75369,75369,,the,DT,O
75370,75370,,shopping,NN,O
75371,75371,,plazas,NNS,B-OBJ
75372,75372,,and,CC,O
75373,75373,,at,IN,O
