,Sentence #,tok,pos,tag
54842,,up,RP,O
54843,,like,IN,O
54844,,a,DT,O
54845,,vacoom,NN,O
54846,,.,.,O
54847,2893,One,CD,O
54848,,small,JJ,O
54849,,piece,NN,O
54850,,of,IN,O
54851,,fleece,JJ,O
54852,,or,CC,O
54853,,other,JJ,O
54854,,soft,JJ,O
54855,,",",",",O
54856,,slightly,RB,O
54857,,thick,JJ,O
54858,,material,NN,O
54859,,-LRB-,-LRB-,O
54860,,to,TO,O
54861,,protect,VB,O
54862,,your,PRP$,O
54863,,iPod,NN,O
54864,,from,IN,O
54865,,the,DT,O
54866,,rivet,NN,B-SUBJ
54867,,of,IN,O
54868,,the,DT,O
54869,,button,NN,B-OBJ
54870,,on,IN,O
54871,,the,DT,O
54872,,inside,NN,O
54873,,of,IN,O
54874,,the,DT,O
54875,,pocket,NN,O
54876,,-RRB-,-RRB-,O
54877,,.,.,O
54878,2894,The,DT,O
54879,,first,JJ,O
54880,,aid,NN,O
54881,,pouch,NN,B-SUBJ
54882,,contained,VBD,O
54883,,a,DT,O
54884,,package,NN,B-OBJ
54885,,of,IN,O
54886,,sulfa,NN,O
54887,,powder,NN,O
54888,,and,CC,O
54889,,a,DT,O
54890,,bandage,NN,O
54891,,to,TO,O
54892,,dress,VB,O
54893,,the,DT,O
54894,,wound,NN,O
54895,,.,.,O
54896,2895,Old,JJ,O
54897,,scars,NNS,B-SUBJ
54898,,from,IN,O
54899,,stitches,NNS,B-OBJ
54900,,that,WDT,O
54901,,were,VBD,O
54902,,successfully,RB,O
54903,,put,VBN,O
54904,,in,IN,O
54905,,but,CC,O
54906,,ripped,VBN,O
54907,,out,RP,O
54908,,by,IN,O
54909,,the,DT,O
54910,,individual,NN,O
54911,,are,VBP,O
54912,,also,RB,O
54913,,common,JJ,O
54914,,.,.,O
54915,2896,On,IN,O
54916,,Saturday,NNP,O
54917,,in,IN,O
54918,,California,NNP,O
54919,,a,DT,O
54920,,suitcase,NN,B-SUBJ
54921,,was,VBD,O
54922,,discovered,VBN,O
54923,,inside,IN,O
54924,,a,DT,O
54925,,trash,NN,O
54926,,receptacle,NN,B-OBJ
54927,,with,IN,O
54928,,a,DT,O
54929,,corpse,NN,O
54930,,stuffed,NN,O
54931,,inside,NN,O
54932,,of,IN,O
54933,,it,PRP,O
54934,,.,.,O
54935,2897,The,DT,O
54936,,fighting,NN,B-SUBJ
54937,,resulted,VBD,O
54938,,in,IN,O
54939,,hundreds,NNS,O
54940,,of,IN,O
54941,,deaths,NNS,B-OBJ
54942,,and,CC,O
54943,,in,IN,O
54944,,the,DT,O
54945,,deployment,NN,O
54946,,of,IN,O
54947,,peace,NN,O
54948,,keepers,NNS,O
54949,,into,IN,O
54950,,East,NNP,O
54951,,Timor,NNP,O
54952,,.,.,O
54953,2898,Most,JJS,O
54954,,of,IN,O
54955,,the,DT,O
54956,,streaks,NNS,B-SUBJ
54957,,are,VBP,O
54958,,caused,VBN,O
54959,,by,IN,O
54960,,meteoroids,NNS,B-OBJ
54961,,about,IN,O
54962,,the,DT,O
54963,,size,NN,O
54964,,of,IN,O
54965,,a,DT,O
54966,,grain,NN,O
54967,,of,IN,O
54968,,sand,NN,O
54969,,",",",",O
54970,,although,IN,O
54971,,meteoroids,NNS,O
54972,,are,VBP,O
54973,,porous,JJ,O
54974,,and,CC,O
54975,,much,RB,O
54976,,less,RBR,O
54977,,dense,JJ,O
54978,,than,IN,O
54979,,sand,NN,O
54980,,.,.,O
54981,2899,Inside,IN,O
54982,,the,DT,O
54983,,car,NN,O
54984,,",",",",O
54985,,keys,NNS,O
54986,,were,VBD,O
54987,,found,VBN,O
54988,,in,IN,O
54989,,the,DT,O
54990,,ignition,NN,O
54991,,and,CC,O
54992,,Codario-Ferrino,NNP,O
54993,,'s,POS,O
54994,,license,NN,B-SUBJ
54995,,was,VBD,O
54996,,discovered,VBN,O
54997,,inside,IN,O
54998,,a,DT,O
54999,,purse,NN,B-OBJ
55000,,on,IN,O
55001,,the,DT,O
55002,,passenger,NN,O
55003,,'s,POS,O
55004,,seat,NN,O
55005,,.,.,O
55006,2900,Three,CD,O
55007,,methods,NNS,B-SUBJ
55008,,approaching,VBG,O
55009,,the,DT,O
55010,,analysis,NN,B-OBJ
55011,,of,IN,O
55012,,cells,NNS,O
55013,,are,VBP,O
55014,,described,VBN,O
55015,,",",",",O
55016,,with,IN,O
55017,,applications,NNS,O
55018,,.,.,O
55019,2901,The,DT,O
55020,,siphon,NN,B-SUBJ
55021,,in,IN,O
55022,,a,DT,O
55023,,cistern,NN,B-OBJ
55024,,consisted,VBD,O
55025,,of,IN,O
55026,,a,DT,O
55027,,pipe,NN,O
55028,,bent,NN,O
55029,,over,IN,O
55030,,above,IN,O
55031,,the,DT,O
55032,,water,NN,O
55033,,level,NN,O
55034,,in,IN,O
55035,,the,DT,O
55036,,cistern,NN,O
55037,,.,.,O
55038,2902,A,DT,O
55039,,spokeswoman,NN,O
55040,,for,IN,O
55041,,OneWest,NNP,O
55042,,Bank,NNP,O
55043,,acknowledged,VBD,O
55044,,that,IN,O
55045,,an,DT,O
55046,,official,NN,O
55047,,",",",",O
55048,,confronted,VBN,O
55049,,with,IN,O
55050,,a,DT,O
55051,,ream,NN,B-SUBJ
55052,,of,IN,O
55053,,foreclosure,NN,O
55054,,papers,NNS,B-OBJ
55055,,",",",",O
55056,,had,VBD,O
55057,,mistakenly,RB,O
55058,,signed,VBN,O
55059,,for,IN,O
55060,,two,CD,O
55061,,different,JJ,O
55062,,banks,NNS,O
55063,,--,:,O
55064,,just,RB,O
55065,,as,IN,O
55066,,the,DT,O
55067,,Deutsche,NNP,O
55068,,Bank,NNP,O
55069,,official,NN,O
55070,,did,VBD,O
55071,,.,.,O
55072,2903,Our,PRP$,O
55073,,next,JJ,O
55074,,appointment,NN,O
55075,,is,VBZ,O
55076,,with,IN,O
55077,,the,DT,O
55078,,largest,JJS,O
55079,,congregation,NN,B-SUBJ
55080,,of,IN,O
55081,,saltwater,NN,O
55082,,crocodiles,NNS,B-OBJ
55083,,in,IN,O
55084,,the,DT,O
55085,,world,NN,O
55086,,-,:,O
55087,,the,DT,O
55088,,famous,JJ,O
55089,,Mary,NNP,O
55090,,River,NNP,O
55091,,.,.,O
55092,2904,Our,PRP$,O
55093,,coconut,NN,O
55094,,marmalade,NN,B-SUBJ
55095,,is,VBZ,O
55096,,made,VBN,O
55097,,of,IN,O
55098,,all-natural,JJ,O
55099,,coconut,NN,O
55100,,milk,NN,B-OBJ
55101,,and,CC,O
55102,,brown,JJ,O
55103,,sugar,NN,O
55104,,reduced,VBN,O
55105,,to,TO,O
55106,,the,DT,O
55107,,perfect,JJ,O
55108,,consistency,NN,O
55109,,.,.,O
55110,2905,Those,DT,O
55111,,of,IN,O
55112,,you,PRP,O
55113,,who,WP,O
55114,,ran,VBD,O
55115,,free,JJ,O
55116,,",",",",O
55117,,I,PRP,O
55118,,hoped,VBD,O
55119,,to,TO,O
55120,,hunt,VB,O
55121,,you,PRP,O
55122,,down,RP,O
55123,,",",",",O
55124,,to,TO,O
55125,,set,VB,O
55126,,a,DT,O
55127,,pack,NN,O
55128,,of,IN,O
55129,,hounds,NNS,O
55130,,of,IN,O
55131,,Heaven,NNP,O
55132,,or,CC,O
55133,,Hell,NNP,O
55134,,",",",",O
55135,,whichever,WDT,O
55136,,was,VBD,O
55137,,my,PRP$,O
55138,,fate,NN,O
55139,,",",",",O
55140,,upon,IN,O
55141,,a,DT,O
55142,,great,JJ,O
55143,,rangale,NN,B-SUBJ
55144,,of,IN,O
55145,,red,JJ,O
55146,,deer,NNS,B-OBJ
55147,,",",",",O
55148,,or,CC,O
55149,,my,PRP$,O
55150,,own,JJ,O
55151,,hand,NN,O
55152,,with,IN,O
55153,,longbow,NN,O
55154,,or,CC,O
55155,,crossbow,NN,O
55156,,to,TO,O
55157,,pierce,VB,O
55158,,the,DT,O
55159,,heart,NN,O
55160,,of,IN,O
55161,,a,DT,O
55162,,wild,JJ,O
55163,,boar,NN,O
55164,,",",",",O
55165,,and,CC,O
55166,,then,RB,O
55167,,sit,VB,O
55168,,at,IN,O
55169,,ttable,NN,O
55170,,and,CC,O
55171,,tear,VB,O
55172,,your,PRP$,O
55173,,sweet,JJ,O
55174,,flesh,NN,O
55175,,with,IN,O
55176,,my,PRP$,O
55177,,hands,NNS,O
55178,,and,CC,O
55179,,eat,VB,O
55180,,.,.,O
55181,2906,The,DT,O
55182,,strategy,NN,B-SUBJ
55183,,departs,VBZ,O
55184,,from,IN,O
55185,,an,DT,O
55186,,overriding,VBG,O
55187,,goal,NN,B-OBJ
55188,,.,.,O
55189,2907,Endangered,NNP,O
55190,,species,NNS,B-SUBJ
55191,,have,VBP,O
55192,,been,VBN,O
55193,,released,VBN,O
55194,,into,IN,O
55195,,a,DT,O
55196,,nature,NN,B-OBJ
55197,,reserve,NN,I-OBJ
55198,,in,IN,O
55199,,Northwest,NNP,O
55200,,China,NNP,O
55201,,'s,POS,O
55202,,Xinjiang,NNP,O
55203,,Uygur,NNP,O
55204,,Autonomous,NNP,O
55205,,Region,NNP,O
55206,,.,.,O
55207,2908,Side-pull,NNP,O
55208,,brakes,NNS,O
55209,,are,VBP,O
55210,,secured,VBN,O
55211,,by,IN,O
55212,,a,DT,O
55213,,cable,NN,B-SUBJ
55214,,clamp,NN,O
55215,,nut,NN,B-OBJ
55216,,.,.,O
55217,2909,The,DT,O
55218,,expressive,JJ,O
55219,,colour,NN,O
55220,,",",",",O
55221,,contrasting,VBG,O
55222,,with,IN,O
55223,,the,DT,O
55224,,blackness,NNS,O
55225,,of,IN,O
55226,,an,DT,O
55227,,apocalyptic,JJ,O
55228,,sky,NN,O
55229,,",",",",O
55230,,the,DT,O
55231,,chiaroscuro,NN,O
55232,,that,WDT,O
55233,,accentuates,VBZ,O
55234,,the,DT,O
55235,,insubstantial,JJ,O
55236,,limbs,NNS,O
55237,,",",",",O
55238,,and,CC,O
55239,,the,DT,O
55240,,desert,NN,O
55241,,landscape,NN,O
55242,,and,CC,O
55243,,pile,NN,B-SUBJ
55244,,of,IN,O
55245,,excrement,NN,B-OBJ
55246,,dominating,VBG,O
55247,,the,DT,O
55248,,scene,NN,O
55249,,express,VBP,O
55250,,Miro,NNP,O
55251,,'s,POS,O
55252,,profound,JJ,O
55253,,pessimism,NN,O
55254,,.,.,O
55255,2910,The,DT,O
55256,,small,JJ,O
55257,,store,NN,O
55258,,did,VBD,O
55259,,an,DT,O
55260,,investment,NN,B-SUBJ
55261,,in,IN,O
55262,,a,DT,O
55263,,second,JJ,O
55264,,drawer,NN,B-OBJ
55265,,-LRB-,-LRB-,O
55266,,``,``,O
55267,,till,NNP,O
55268,,'','',O
55269,,-RRB-,-RRB-,O
55270,,which,WDT,O
55271,,was,VBD,O
55272,,kept,VBN,O
55273,,in,IN,O
55274,,the,DT,O
55275,,back,NN,O
55276,,and,CC,O
55277,,switched,VBN,O
55278,,with,IN,O
55279,,the,DT,O
55280,,live,JJ,O
55281,,till,NN,O
55282,,was,VBD,O
55283,,a,DT,O
55284,,worthwhile,JJ,O
55285,,one,NN,O
55286,,.,.,O
55287,2911,Traditional,JJ,O
55288,,homemade,NN,O
55289,,yellow,JJ,O
55290,,rice,NN,B-SUBJ
55291,,wine,NN,B-OBJ
55292,,is,VBZ,O
55293,,more,JJR,O
55294,,than,IN,O
55295,,a,DT,O
55296,,home,NN,O
55297,,brew,NN,O
55298,,.,.,O
55299,2912,The,DT,O
55300,,large,JJ,O
55301,,anti-neutrino,JJ,O
55302,,component,NN,B-SUBJ
55303,,is,VBZ,O
55304,,the,DT,O
55305,,source,NN,O
55306,,of,IN,O
55307,,an,DT,O
55308,,irreducible,JJ,O
55309,,background,NN,B-OBJ
55310,,.,.,O
55311,2913,The,DT,O
55312,,bacterium,NN,B-SUBJ
55313,,is,VBZ,O
55314,,spreading,VBG,O
55315,,into,IN,O
55316,,the,DT,O
55317,,stalk,NN,B-OBJ
55318,,tissue,NN,I-OBJ
55319,,.,.,O
55320,2914,The,DT,O
55321,,mortality,NN,B-SUBJ
55322,,caused,VBN,O
55323,,by,IN,O
55324,,the,DT,O
55325,,war,NN,B-OBJ
55326,,is,VBZ,O
55327,,also,RB,O
55328,,high,JJ,O
55329,,.,.,O
55330,2915,Uniforms,NNS,O
55331,,were,VBD,O
55332,,rare,JJ,O
55333,,",",",",O
55334,,although,IN,O
55335,,one,CD,O
55336,,unit,NN,B-SUBJ
55337,,of,IN,O
55338,,royal,JJ,O
55339,,crossbowmen,NN,B-OBJ
55340,,had,VBD,O
55341,,been,VBN,O
55342,,issued,VBN,O
55343,,with,IN,O
55344,,standard,JJ,O
55345,,black,JJ,O
55346,,cottes,NNS,O
55347,,",",",",O
55348,,or,CC,O
55349,,tunics,NNS,O
55350,,",",",",O
55351,,earlier,RB,O
55352,,in,IN,O
55353,,the,DT,O
55354,,14th,JJ,O
55355,,century,NN,O
55356,,.,.,O
55357,2916,The,DT,O
55358,,movable,JJ,O
55359,,mold,NN,B-SUBJ
55360,,carrier,NN,I-SUBJ
55361,,has,VBZ,O
55362,,arrived,VBN,O
55363,,into,IN,O
55364,,the,DT,O
55365,,store,NN,B-OBJ
55366,,.,.,O
55367,2917,Until,IN,O
55368,,now,RB,O
55369,,",",",",O
55370,,this,DT,O
55371,,corner,NN,O
55372,,of,IN,O
55373,,the,DT,O
55374,,painter,NN,B-SUBJ
55375,,'s,POS,O
55376,,rambling,VBG,O
55377,,private,JJ,O
55378,,collection,NN,B-OBJ
55379,,has,VBZ,O
55380,,been,VBN,O
55381,,all,DT,O
55382,,but,CC,O
55383,,forgotten,VBN,O
55384,,.,.,O
55385,2918,The,DT,O
55386,,following,NN,O
55387,,are,VBP,O
55388,,pages,NNS,O
55389,,of,IN,O
55390,,MeSH,JJ,O
55391,,annual,JJ,O
55392,,updates,NNS,B-SUBJ
55393,,from,IN,O
55394,,previous,JJ,O
55395,,years,NNS,B-OBJ
55396,,.,.,O
55397,2919,Before,IN,O
55398,,he,PRP,O
55399,,leaves,VBZ,O
55400,,Ephesus,NNS,O
55401,,",",",",O
55402,,however,RB,O
55403,,",",",",O
55404,,a,DT,O
55405,,riot,NN,B-SUBJ
55406,,breaks,VBZ,O
55407,,out,RP,O
55408,,",",",",O
55409,,instigated,JJ,O
55410,,by,IN,O
55411,,the,DT,O
55412,,silversmiths,NNS,B-OBJ
55413,,who,WP,O
55414,,manufacture,VBP,O
55415,,idols,NNS,O
55416,,of,IN,O
55417,,the,DT,O
55418,,goddess,NN,O
55419,,Artemis,NN,O
55420,,;,:,O
55421,,they,PRP,O
55422,,are,VBP,O
55423,,afraid,JJ,O
55424,,that,IN,O
55425,,Paul,NNP,O
55426,,'s,POS,O
55427,,evangelistic,JJ,O
55428,,success,NN,O
55429,,will,MD,O
55430,,ruin,VB,O
55431,,their,PRP$,O
55432,,business,NN,O
55433,,.,.,O
55434,2920,The,DT,O
55435,,protein,NN,B-SUBJ
55436,,migrated,VBD,O
55437,,into,IN,O
55438,,the,DT,O
55439,,nuclei,NN,B-OBJ
55440,,.,.,O
55441,2921,Over,IN,O
55442,,the,DT,O
55443,,years,NNS,O
55444,,",",",",O
55445,,hikers,NNS,B-SUBJ
55446,,have,VBP,O
55447,,piled,VBN,O
55448,,up,RP,O
55449,,rocks,NNS,O
55450,,into,IN,O
55451,,semicircular,JJ,O
55452,,shelters,NNS,B-OBJ
55453,,.,.,O
55454,2922,The,DT,O
55455,,eruption,NN,B-SUBJ
55456,,resulted,VBD,O
55457,,in,IN,O
55458,,massive,JJ,O
55459,,lahar,NN,O
55460,,flows,NNS,B-OBJ
55461,,-LRB-,-LRB-,O
55462,,a,DT,O
55463,,mixture,NN,O
55464,,of,IN,O
55465,,ash,NN,O
55466,,",",",",O
55467,,lava,NN,O
55468,,",",",",O
55469,,rock,NN,O
55470,,and,CC,O
55471,,water,NN,O
55472,,-RRB-,-RRB-,O
55473,,",",",",O
55474,,primarily,RB,O
55475,,in,IN,O
55476,,the,DT,O
55477,,Rio,NNP,O
55478,,Montana,NNP,O
55479,,and,CC,O
55480,,Marker,NNP,O
55481,,watersheds,NNS,O
55482,,.,.,O
55483,2923,A,DT,O
55484,,seemingly,RB,O
55485,,orthodox,NN,O
55486,,person,NN,B-SUBJ
55487,,has,VBZ,O
55488,,departed,VBN,O
55489,,into,IN,O
55490,,serious,JJ,O
55491,,error,NN,B-OBJ
55492,,.,.,O
55493,2924,We,PRP,O
55494,,were,VBD,O
55495,,under,IN,O
55496,,the,DT,O
55497,,seats,NNS,B-SUBJ
55498,,of,IN,O
55499,,the,DT,O
55500,,bus,NN,B-OBJ
55501,,for,IN,O
55502,,20,CD,O
55503,,minutes,NNS,O
55504,,",",",",O
55505,,trying,VBG,O
55506,,to,TO,O
55507,,get,VB,O
55508,,away,RP,O
55509,,from,IN,O
55510,,the,DT,O
55511,,bullets,NNS,O
55512,,.,.,O
55513,2925,Chinese,JJ,O
55514,,creation,NN,O
55515,,myths,NNS,B-SUBJ
55516,,explain,VBP,O
55517,,the,DT,O
55518,,legendary,JJ,O
55519,,beginnings,NNS,B-OBJ
55520,,of,IN,O
55521,,the,DT,O
55522,,universe,NN,O
55523,,",",",",O
55524,,earth,NN,O
55525,,",",",",O
55526,,and,CC,O
55527,,life,NN,O
55528,,.,.,O
55529,2926,They,PRP,O
55530,,packed,VBD,O
55531,,the,DT,O
55532,,players,NNS,B-SUBJ
55533,,into,IN,O
55534,,the,DT,O
55535,,penalty,NN,B-OBJ
55536,,boxes,NNS,I-OBJ
55537,,like,IN,O
55538,,sardines,NNS,O
55539,,tonight,NN,O
55540,,.,.,O
55541,2927,In,IN,O
55542,,the,DT,O
55543,,bowels,NNS,B-SUBJ
55544,,of,IN,O
55545,,the,DT,O
55546,,building,NN,B-OBJ
55547,,he,PRP,O
55548,,showed,VBD,O
55549,,me,PRP,O
55550,,the,DT,O
55551,,stage,NN,O
55552,,equipment,NN,O
55553,,which,WDT,O
55554,,has,VBZ,O
55555,,been,VBN,O
55556,,going,VBG,O
55557,,flat,JJ,O
55558,,out,IN,O
55559,,virtually,RB,O
55560,,every,DT,O
55561,,day,NN,O
55562,,for,IN,O
55563,,the,DT,O
55564,,last,JJ,O
55565,,35,CD,O
55566,,years,NNS,O
55567,,.,.,O
55568,2928,The,DT,O
55569,,diseases,NNS,O
55570,,have,VBP,O
55571,,rapidly,RB,O
55572,,spread,VBN,O
55573,,infection,NN,B-SUBJ
55574,,to,TO,O
55575,,other,JJ,O
55576,,people,NNS,B-OBJ
55577,,.,.,O
55578,2929,A,DT,O
55579,,Philippine,NNP,O
55580,,Airforce,NNP,O
55581,,aerial,JJ,O
55582,,shot,NN,O
55583,,shows,VBZ,O
55584,,residents,NNS,O
55585,,standing,VBG,O
55586,,on,IN,O
55587,,a,DT,O
55588,,rooftop,NN,O
55589,,to,TO,O
55590,,escape,VB,O
55591,,the,DT,O
55592,,floodwaters,NNS,B-SUBJ
55593,,caused,VBN,O
55594,,by,IN,O
55595,,continuous,JJ,O
55596,,rains,NNS,B-OBJ
55597,,brought,VBD,O
55598,,on,RP,O
55599,,by,IN,O
55600,,Typhoon,NNP,O
55601,,Ketsana,NNP,O
55602,,in,IN,O
55603,,Marikina,NNP,O
55604,,city,NN,O
55605,,",",",",O
55606,,metro,NNP,O
55607,,Manila,NNP,O
55608,,September,NNP,O
55609,,27,CD,O
55610,,",",",",O
55611,,2009,CD,O
55612,,.,.,O
55613,2930,The,DT,O
55614,,pressure,NN,B-SUBJ
55615,,was,VBD,O
55616,,caused,VBN,O
55617,,by,IN,O
55618,,the,DT,O
55619,,rapid,JJ,O
55620,,power,NN,O
55621,,acceleration,NN,B-OBJ
55622,,at,IN,O
55623,,the,DT,O
55624,,start,NN,O
55625,,.,.,O
55626,2931,The,DT,O
55627,,real,JJ,O
55628,,man,NN,B-SUBJ
55629,,departs,VBZ,O
55630,,from,IN,O
55631,,holiness,NNS,B-OBJ
55632,,.,.,O
55633,2932,Royalty-free,JJ,O
55634,,animal,NN,O
55635,,clipart,VBP,O
55636,,picture,NN,O
55637,,of,IN,O
55638,,a,DT,O
55639,,sitting,VBG,O
55640,,bulldog,NN,B-SUBJ
55641,,hanging,VBG,O
55642,,his,PRP$,O
55643,,tongue,NN,B-OBJ
55644,,out,RP,O
55645,,.,.,O
55646,2933,Some,DT,O
55647,,of,IN,O
55648,,these,DT,O
55649,,data,NNS,B-SUBJ
55650,,were,VBD,O
55651,,presented,VBN,O
55652,,in,IN,O
55653,,a,DT,O
55654,,paper,NN,B-OBJ
55655,,read,VBN,O
55656,,at,IN,O
55657,,the,DT,O
55658,,annual,JJ,O
55659,,meeting,NN,O
55660,,.,.,O
55661,2934,Music,NNP,B-SUBJ
55662,,is,VBZ,O
55663,,used,VBN,O
55664,,by,IN,O
55665,,surgeons,NNS,B-OBJ
55666,,to,TO,O
55667,,ease,VB,O
55668,,operations,NNS,O
55669,,.,.,O
55670,2935,The,DT,O
55671,,item,NN,O
55672,,is,VBZ,O
55673,,engraved,VBN,O
55674,,with,IN,O
55675,,the,DT,O
55676,,English,JJ,O
55677,,author,NN,B-SUBJ
55678,,'s,POS,O
55679,,initials,NNS,B-OBJ
55680,,.,.,O
55681,2936,Two,CD,O
55682,,reapers,NNS,O
55683,,and,CC,O
55684,,an,DT,O
55685,,entire,JJ,O
55686,,regiment,NN,B-SUBJ
55687,,of,IN,O
55688,,repeater,NN,O
55689,,crossbowmen,NN,B-OBJ
55690,,had,VBD,O
55691,,trained,VBN,O
55692,,their,PRP$,O
55693,,weapons,NNS,O
55694,,on,IN,O
55695,,Seth,NNP,O
55696,,Garrick,NNP,O
55697,,from,IN,O
55698,,their,PRP$,O
55699,,elevated,JJ,O
55700,,positions,NNS,O
55701,,.,.,O
55702,2937,A,DT,O
55703,,mechanic,NN,B-SUBJ
55704,,uses,VBZ,O
55705,,a,DT,O
55706,,wrench,NN,B-OBJ
55707,,to,TO,O
55708,,work,VB,O
55709,,on,IN,O
55710,,the,DT,O
55711,,wheel-mount,NN,O
55712,,of,IN,O
55713,,an,DT,O
55714,,auto,NN,O
55715,,on,IN,O
55716,,a,DT,O
55717,,hydraulic,JJ,O
55718,,lift,NN,O
55719,,.,.,O
55720,2938,Our,PRP$,O
55721,,director,NN,B-SUBJ
55722,,is,VBZ,O
55723,,a,DT,O
55724,,member,NN,O
55725,,of,IN,O
55726,,the,DT,O
55727,,AEA,NNP,O
55728,,",",",",O
55729,,NAFSA,NNP,O
55730,,",",",",O
55731,,and,CC,O
55732,,EAIE,NNP,O
55733,,organizations,NNS,B-OBJ
55734,,.,.,O
55735,2939,In,IN,O
55736,,addition,NN,O
55737,,to,TO,O
55738,,the,DT,O
55739,,Sudanese,NNP,O
55740,,rebels,NNS,O
55741,,",",",",O
55742,,the,DT,O
55743,,bombing,NN,B-SUBJ
55744,,resulted,VBD,O
55745,,in,IN,O
55746,,the,DT,O
55747,,deaths,NNS,B-OBJ
55748,,of,IN,O
55749,,several,JJ,O
55750,,Chadian,JJ,O
55751,,civilians,NNS,O
55752,,and,CC,O
55753,,livestock,NN,O
55754,,.,.,O
55755,2940,Three,CD,O
55756,,distinct,JJ,O
55757,,formulations,NNS,B-SUBJ
55758,,of,IN,O
55759,,valproic,JJ,O
55760,,acid,NN,O
55761,,have,VBP,O
55762,,been,VBN,O
55763,,investigated,VBN,O
55764,,in,IN,O
55765,,clinical,JJ,O
55766,,trials,NNS,B-OBJ
55767,,.,.,O
55768,2941,He,PRP,O
55769,,dropped,VBD,O
55770,,the,DT,O
55771,,instilled,JJ,O
55772,,water,NN,B-SUBJ
55773,,into,IN,O
55774,,the,DT,O
55775,,study,NN,O
55776,,eye,NN,B-OBJ
55777,,.,.,O
55778,2942,In,IN,O
55779,,the,DT,O
55780,,branch,NN,B-SUBJ
55781,,of,IN,O
55782,,the,DT,O
55783,,tree,NN,B-OBJ
55784,,which,WDT,O
55785,,bends,VBN,O
55786,,towards,IN,O
55787,,Christ,NNP,O
55788,,",",",",O
55789,,a,DT,O
55790,,bird,NN,O
55791,,feeds,VBZ,O
55792,,her,PRP$,O
55793,,chicks,NNS,O
55794,,.,.,O
55795,2943,There,EX,O
55796,,were,VBD,O
55797,,stacks,NNS,B-SUBJ
55798,,of,IN,O
55799,,Verizon,NNP,O
55800,,'s,POS,O
55801,,directories,NNS,O
55802,,piled,VBN,O
55803,,up,RP,O
55804,,by,IN,O
55805,,entrances,NNS,B-OBJ
55806,,of,IN,O
55807,,buldings,NNS,O
55808,,.,.,O
55809,2944,This,DT,O
55810,,train,NN,B-SUBJ
55811,,'s,POS,O
55812,,windows,NNS,B-OBJ
55813,,are,VBP,O
55814,,elegantly,RB,O
55815,,curtained,VBN,O
55816,,.,.,O
55817,2945,The,DT,O
55818,,author,NN,B-SUBJ
55819,,graduated,VBD,O
55820,,from,IN,O
55821,,an,DT,O
55822,,Ivy,NNP,O
55823,,League,NNP,O
55824,,college,NN,B-OBJ
55825,,in,IN,O
55826,,1991,CD,O
55827,,and,CC,O
55828,,then,RB,O
55829,,spent,VBD,O
55830,,a,DT,O
55831,,short,JJ,O
55832,,time,NN,O
55833,,working,VBG,O
55834,,as,IN,O
55835,,an,DT,O
55836,,investigator,NN,O
55837,,.,.,O
55838,2946,Here,RB,O
55839,,I,PRP,O
55840,,show,VBP,O
55841,,that,IN,O
55842,,Adh-psi,NNP,O
55843,,is,VBZ,O
55844,,actually,RB,O
55845,,a,DT,O
55846,,new,JJ,O
55847,,",",",",O
55848,,functional,JJ,O
55849,,gene,NN,B-SUBJ
55850,,recently,RB,O
55851,,descended,VBD,O
55852,,from,IN,O
55853,,an,DT,O
55854,,Adh,NNP,O
55855,,duplication,NN,B-OBJ
55856,,.,.,O
55857,2947,The,DT,O
55858,,patches,NNS,B-SUBJ
55859,,immediately,RB,O
55860,,spread,VBD,O
55861,,into,IN,O
55862,,the,DT,O
55863,,lymphatic,JJ,O
55864,,capillaries,NNS,B-OBJ
55865,,of,IN,O
55866,,the,DT,O
55867,,surrounding,VBG,O
55868,,intestinal,NN,O
55869,,tissue,NN,O
55870,,.,.,O
55871,2948,The,DT,O
55872,,council,NN,O
55873,,also,RB,O
55874,,gave,VBD,O
55875,,final,JJ,O
55876,,approval,NN,O
55877,,to,TO,O
55878,,other,JJ,O
55879,,documents,NNS,B-SUBJ
55880,,that,WDT,O
55881,,had,VBD,O
55882,,been,VBN,O
55883,,considered,VBN,O
55884,,in,IN,O
55885,,earlier,JJR,O
55886,,sessions,NNS,B-OBJ
55887,,.,.,O
55888,2949,The,DT,O
55889,,governor,NN,B-SUBJ
55890,,is,VBZ,O
55891,,assisted,VBN,O
55892,,by,IN,O
55893,,a,DT,O
55894,,vice,NN,O
55895,,governor,NN,B-OBJ
55896,,.,.,O
55897,2950,The,DT,O
55898,,noise,NN,O
55899,,signal,NN,B-SUBJ
55900,,was,VBD,O
55901,,generated,VBN,O
55902,,by,IN,O
55903,,a,DT,O
55904,,noise,NN,O
55905,,diode,NN,B-OBJ
55906,,-LRB-,-LRB-,O
55907,,ENR,VB,O
55908,,=,SYM,O
55909,,27,CD,O
55910,,dB,NN,O
55911,,-RRB-,-RRB-,O
55912,,and,CC,O
55913,,gated,VBN,O
55914,,with,IN,O
55915,,a,DT,O
55916,,high-speed,JJ,O
55917,,electronic,JJ,O
55918,,switch,NN,O
55919,,.,.,O
55920,2951,Ordinary,JJ,O
55921,,warts,NNS,B-SUBJ
55922,,on,IN,O
55923,,the,DT,O
55924,,hands,NNS,O
55925,,and,CC,O
55926,,feet,NNS,O
55927,,are,VBP,O
55928,,caused,VBN,O
55929,,by,IN,O
55930,,viruses,NNS,B-OBJ
55931,,",",",",O
